phi,dt,q
1.0e-10,0.5,1.5231999001109682
1.0e-10,1.2307692307692308,0.7770342406218127
1.0e-10,1.9615384615384615,1.4768890530882732
1.0e-10,2.6923076923076925,0.4419255233704953
1.0e-10,3.423076923076923,1.4367432928563528
1.0e-10,4.153846153846154,1.0785461561444087
1.0e-10,4.884615384615385,0.4550181048364513
1.0e-10,5.615384615384615,0.09958709123232057
1.0e-10,6.346153846153846,0.09719412668359316
1.0e-10,7.076923076923077,0.0965800649540795
1.0e-10,7.8076923076923075,0.09543509993013458
1.0e-10,8.538461538461538,0.09643581043007567
1.0e-10,9.26923076923077,0.096085861264365
1.0e-10,10.0,0.09493844275102244
1.4294285714285713e-7,0.5,1.5700422391469842
1.4294285714285713e-7,1.2307692307692308,1.2531191050055939
1.4294285714285713e-7,1.9615384615384615,1.4088693583729646
1.4294285714285713e-7,2.6923076923076925,0.19464334591265178
1.4294285714285713e-7,3.423076923076923,0.010000001056125469
1.4294285714285713e-7,4.153846153846154,0.057816615933545173
1.4294285714285713e-7,4.884615384615385,0.04795179613513412
1.4294285714285713e-7,5.615384615384615,0.0581230789420631
1.4294285714285713e-7,6.346153846153846,0.058347630439885986
1.4294285714285713e-7,7.076923076923077,0.058512979246238814
1.4294285714285713e-7,7.8076923076923075,0.058607122484870135
1.4294285714285713e-7,8.538461538461538,0.0586234125655328
1.4294285714285713e-7,9.26923076923077,0.058611579289425675
1.4294285714285713e-7,10.0,0.058603519563246734
2.8578571428571426e-7,0.5,1.3877334222882303
2.8578571428571426e-7,1.2307692307692308,1.112273370495116
2.8578571428571426e-7,1.9615384615384615,2.303079031024463
2.8578571428571426e-7,2.6923076923076925,0.14551442477009874
2.8578571428571426e-7,3.423076923076923,2.3835904317903793
2.8578571428571426e-7,4.153846153846154,0.059691323191985
2.8578571428571426e-7,4.884615384615385,0.10624157828929481
2.8578571428571426e-7,5.615384615384615,0.010000000030552016
2.8578571428571426e-7,6.346153846153846,0.01000000002480443
2.8578571428571426e-7,7.076923076923077,0.010000000021224304
2.8578571428571426e-7,7.8076923076923075,0.010000000019343216
2.8578571428571426e-7,8.538461538461538,0.010000000018517063
2.8578571428571426e-7,9.26923076923077,0.01000000001749476
2.8578571428571426e-7,10.0,0.010000000017217521
4.286285714285714e-7,0.5,0.09710336230430136
4.286285714285714e-7,1.2307692307692308,0.1059052836596976
4.286285714285714e-7,1.9615384615384615,0.09715846175222961
4.286285714285714e-7,2.6923076923076925,0.09723628528307864
4.286285714285714e-7,3.423076923076923,0.09728940153155968
4.286285714285714e-7,4.153846153846154,0.20936793780350033
4.286285714285714e-7,4.884615384615385,0.04148305291413801
4.286285714285714e-7,5.615384615384615,0.24053987728404383
4.286285714285714e-7,6.346153846153846,0.19225895589115521
4.286285714285714e-7,7.076923076923077,0.03985212388468892
4.286285714285714e-7,7.8076923076923075,0.2645178187652326
4.286285714285714e-7,8.538461538461538,0.2674732814750827
4.286285714285714e-7,9.26923076923077,0.05329711963827847
4.286285714285714e-7,10.0,1.5590003973652578
5.714714285714285e-7,0.5,0.1883042961019336
5.714714285714285e-7,1.2307692307692308,1.7566269867623043
5.714714285714285e-7,1.9615384615384615,0.047387410731393236
5.714714285714285e-7,2.6923076923076925,0.027138481459082233
5.714714285714285e-7,3.423076923076923,1.247798552676145
5.714714285714285e-7,4.153846153846154,0.5579022665933103
5.714714285714285e-7,4.884615384615385,2.688016127413243
5.714714285714285e-7,5.615384615384615,0.7021420454461051
5.714714285714285e-7,6.346153846153846,0.010000000810553408
5.714714285714285e-7,7.076923076923077,0.047310389085173
5.714714285714285e-7,7.8076923076923075,0.04944004987295255
5.714714285714285e-7,8.538461538461538,0.028931512483841765
5.714714285714285e-7,9.26923076923077,0.04233578709084963
5.714714285714285e-7,10.0,0.05011480620617647
7.143142857142857e-7,0.5,0.022085738860315673
7.143142857142857e-7,1.2307692307692308,0.041609269068358996
7.143142857142857e-7,1.9615384615384615,0.06618935806830444
7.143142857142857e-7,2.6923076923076925,0.08580449290016319
7.143142857142857e-7,3.423076923076923,0.010000000811268032
7.143142857142857e-7,4.153846153846154,0.10909601201101958
7.143142857142857e-7,4.884615384615385,0.11937041150107762
7.143142857142857e-7,5.615384615384615,0.05750510828550579
7.143142857142857e-7,6.346153846153846,0.23447000466773685
7.143142857142857e-7,7.076923076923077,0.036540930502255826
7.143142857142857e-7,7.8076923076923075,0.1
7.143142857142857e-7,8.538461538461538,0.010000000000000002
7.143142857142857e-7,9.26923076923077,0.12109714711251333
7.143142857142857e-7,10.0,0.12416226818303717
8.571571428571428e-7,0.5,0.4619829215189881
8.571571428571428e-7,1.2307692307692308,0.512050256942135
8.571571428571428e-7,1.9615384615384615,1.5196126269200727
8.571571428571428e-7,2.6923076923076925,1.3150081756359258
8.571571428571428e-7,3.423076923076923,2.7044358630346172
8.571571428571428e-7,4.153846153846154,1.382764154980679
8.571571428571428e-7,4.884615384615385,1.3991368957975594
8.571571428571428e-7,5.615384615384615,1.710261607537095
8.571571428571428e-7,6.346153846153846,1.986662925577974
8.571571428571428e-7,7.076923076923077,0.04094482076369549
8.571571428571428e-7,7.8076923076923075,0.05610180907838497
8.571571428571428e-7,8.538461538461538,2.5073732297572673
8.571571428571428e-7,9.26923076923077,0.07783402257620947
8.571571428571428e-7,10.0,0.010000000025893725
1.0e-6,0.5,0.02674379632065559
1.0e-6,1.2307692307692308,1.342094669609088
1.0e-6,1.9615384615384615,2.4184915442097465
1.0e-6,2.6923076923076925,2.419980149466155
1.0e-6,3.423076923076923,1.426330256350337
1.0e-6,4.153846153846154,0.010000000400203617
1.0e-6,4.884615384615385,2.516327572876286
1.0e-6,5.615384615384615,1.8355935477279532
1.0e-6,6.346153846153846,1.6013402024092007
1.0e-6,7.076923076923077,2.573406220287312
1.0e-6,7.8076923076923075,1.1733380720098543
1.0e-6,8.538461538461538,2.555321583633153
1.0e-6,9.26923076923077,0.1
1.0e-6,10.0,2.709621362700148
