phi,dt,q
1.0e-8,0.5,0.14991575415579322
1.0e-8,0.5769230769230769,0.14991575415579322
1.0e-8,0.6538461538461539,0.14991575415579322
1.0e-8,0.7307692307692307,0.14991575415579322
1.0e-8,0.8076923076923077,0.14991575415579322
1.0e-8,0.8846153846153846,0.14991575415579322
1.0e-8,0.9615384615384616,0.14991575415579322
1.0e-8,1.0384615384615385,0.14991575415579322
1.0e-8,1.1153846153846154,0.14991575415579322
1.0e-8,1.1923076923076923,0.14991575415579322
1.0e-8,1.2692307692307692,0.14991575415579322
1.0e-8,1.3461538461538463,0.14991575415579322
1.0e-8,1.4230769230769231,0.14991575415579322
1.0e-8,1.5,0.14991575415579322
1.514285714285714e-7,0.5,0.10928692376478966
1.514285714285714e-7,0.5769230769230769,0.10928692376478966
1.514285714285714e-7,0.6538461538461539,0.10928692376478966
1.514285714285714e-7,0.7307692307692307,0.10928681589402854
1.514285714285714e-7,0.8076923076923077,0.10931716418213315
1.514285714285714e-7,0.8846153846153846,0.10928679106308328
1.514285714285714e-7,0.9615384615384616,0.1093171444806991
1.514285714285714e-7,1.0384615384615385,0.11057609513150678
1.514285714285714e-7,1.1153846153846154,0.1105760949538917
1.514285714285714e-7,1.1923076923076923,0.10931509222976095
1.514285714285714e-7,1.2692307692307692,0.10929870433941571
1.514285714285714e-7,1.3461538461538463,0.10929416060863756
1.514285714285714e-7,1.4230769230769231,0.10931714978809776
1.514285714285714e-7,1.5,0.10928697586230526
2.9285714285714287e-7,0.5,0.4311658085406402
2.9285714285714287e-7,0.5769230769230769,0.4311658085406402
2.9285714285714287e-7,0.6538461538461539,0.4311658085406402
2.9285714285714287e-7,0.7307692307692307,0.4311658085406402
2.9285714285714287e-7,0.8076923076923077,0.4311658085406402
2.9285714285714287e-7,0.8846153846153846,0.4311658085406402
2.9285714285714287e-7,0.9615384615384616,0.4311658085406402
2.9285714285714287e-7,1.0384615384615385,0.4311658085406402
2.9285714285714287e-7,1.1153846153846154,0.4311658085406402
