time,Active,Quiescent,Nutrients,Viruses,Infected_Quiescent
0.0,47.3606,0.0,100000.0,1.0727,0.0
0.032572199106515605,48.32644485129465,0.0,99998.28585684701,1.068724834983323,0.0
0.13198640395546166,51.3978343057259,0.0,99992.83488948653,1.0570616861965967,0.0
0.2707314242764236,56.013392310476696,0.0,99984.64343239326,1.041990842715122,0.0
0.43421732638103094,61.98674428367839,0.0,99974.04228096691,1.0260985151205937,0.0
0.6304052343927037,70.0017217003128,0.0,99959.81784231693,1.0098242421547479,0.0
0.8515597057784459,80.28592122683504,0.0,99941.5662261856,0.9953886868441263,0.0
1.0980703738140227,93.53964925006044,0.0,99918.04460551906,0.9846415929251691,0.0
1.3651171677162246,110.37741290761244,0.0,99888.16240345128,0.9801556521450514,0.0
1.6506550609219892,131.74743747475523,0.0,99850.23673735748,0.9849531195384058,0.0
1.9512311188123364,158.727397296656,0.0,99802.35488348443,1.0029918456335376,0.0
2.264244580316152,192.71204725695648,0.0,99742.04118190976,1.0397378555948331,0.0
2.586050712926173,235.25094413958743,0.0,99666.54485205606,1.1029712266825082,0.0
2.910541329674603,287.6566262006329,0.0,99573.5350921226,1.2033819474226775,0.0
3.235031946423033,351.7338087892674,0.0,99459.80642351309,1.358158401274336,0.0
3.559522563171463,430.0795552734692,0.0,99320.74481132724,1.5976452633693796,0.0
3.84370821474717,512.8959772178268,0.0,99173.73563325794,1.9193438796113012,0.0
4.127893866322878,611.6466952437265,0.0,98998.42003401031,2.4150106316734736,0.0
4.367872165927047,709.6845241363674,0.0,98824.34060423546,3.059479166488431,0.0
4.612521401233604,825.7920555365786,0.0,98618.12547513895,4.081148520788701,0.0
4.830247286282926,944.9590815251347,0.0,98406.39939119859,5.522908157323215,0.0
5.055679008373524,1086.4082544367404,0.0,98154.94144920162,7.96321758621176,0.0
5.281110730464121,1248.8618342638413,0.0,97865.86143218465,12.210027389903948,0.0
5.506542452554719,1435.2579587671378,0.0,97533.59174152443,20.09115763534062,0.0
5.667511638047215,1584.7253010315246,0.0,97266.43593142611,30.10704260068891,0.0
5.798221122465085,1716.9967148402445,0.0,97029.19581657331,43.223814407252334,0.0
5.928930606882955,1859.560157496166,0.0,96772.2025027334,64.09148153259365,0.0
6.059640091300825,2012.649571646099,0.0,96493.95518658674,98.39322590112036,0.0
6.190349575718694,2175.9673841779017,0.0,96192.95283704846,156.77737184199955,0.0
6.321059060136564,2348.0866067427346,0.0,95867.80834882487,259.8601071561314,0.0
6.451768544554434,2525.1867039564154,0.0,95517.49048020843,448.8135836923452,0.0
6.53896957038272,2642.05292270531,0.0,95269.63912935961,661.3516709596951,0.0
6.61501474944776,2738.9361030456344,0.0,95044.53142156506,941.0721422072576,0.0
6.682654444686028,2816.8473854694116,0.0,94837.78266972766,1301.7005194479473,0.0
6.7502941399242955,2881.33557895353,0.0,94625.69596907301,1816.3035215803484,0.0
6.808150529975617,2920.032018256685,0.0,94440.9932394595,2428.1564297745285,0.0
6.866006920026938,2936.7198749538948,0.0,94254.48912455815,3255.694287593151,0.0
6.916777652029302,2926.8232319395984,0.0,94090.6342349954,4212.580313863404,0.0
6.967548384031667,2887.3518554797442,0.0,93928.12704927857,5438.712227149788,0.0
7.018319116034031,2811.7004211540807,0.0,93768.80453988002,6985.271366536533,0.0
7.069089848036396,2694.0736013112287,0.0,93614.85615483839,8893.149652739457,0.0
7.11986058003876,2531.0730772908896,0.0,93468.7364845837,11178.167668249944,0.0
7.170631312041125,2323.5594486386112,0.0,93332.97946560294,13814.322641618599,0.0
7.221402044043489,2078.1143413348523,0.0,93209.91572776673,16721.61018956401,0.0
7.272172776045854,1807.1814381897022,0.0,93101.34101439726,19767.02806283728,0.0
7.325495090359707,1513.3039776548435,0.0,93003.96231166847,22931.655293356715,0.0
7.3656288681311795,1297.7573818004253,0.0,92941.94811491223,25175.08838971032,0.0
7.41023633625815,1073.7950009997978,0.0,92883.84746434641,27437.20973721367,0.0
7.45484380438512,873.1271997864488,0.0,92836.18708520476,29396.641852671022,0.0
7.49945127251209,699.5266566629533,0.0,92797.71770686151,31026.383039161854,0.0
7.545387710910996,549.7825512214381,0.0,92766.27594805988,32363.873884513727,0.0
7.595529108472176,417.9207082033822,0.0,92739.73243439334,33461.66382783837,0.0
7.663030052825682,285.1519635372222,0.0,92713.91774523901,34435.73694991114,0.0
7.714299829511114,211.92544633504517,0.0,92699.99823919573,34868.80691344073,0.0
7.765569606196546,157.01446622949433,0.0,92689.67014874879,35100.66789188324,0.0
7.8168393828819775,116.16404996510919,0.0,92682.0242677563,35179.50071958688,0.0
7.8681091595674095,85.92635157661348,0.0,92676.36860305365,35143.99931649627,0.0
7.9193789362528415,63.607675298600505,0.0,92672.18389236003,35024.22356042484,0.0
7.9706487129382735,47.154032161941146,0.0,92669.08415434218,34843.010275399494,0.0
8.021918489623706,35.024364553952616,0.0,92666.78419974826,34617.45091449281,0.0
8.073188266309138,26.07467757699721,0.0,92665.07405101701,34360.210823753274,0.0
8.12445804299457,19.461445515064767,0.0,92663.79936986926,34080.61572153792,0.0
8.175727819680002,14.565181806316058,0.0,92662.84675792107,33785.50540175967,0.0
8.226997596365434,10.931868829285982,0.0,92662.132849706,33479.885237628965,0.0
8.278267373050866,8.2289786130148,0.0,92661.59628166881,33167.41418291787,0.0
8.329537149736298,6.212878802083734,0.0,92661.19180624172,32850.76594391576,0.0
8.38080692642173,4.704876390789008,0.0,92660.88598891807,32531.894264881586,0.0
8.432076703107162,3.573699255905647,0.0,92660.65406575806,32212.22689478744,0.0
