phi,dt,q,avgActive
1.0e-6,0.5,2.658162360509895,610.560452035971
1.0e-6,1.2307692307692308,2.658162360509895,610.560452035971
1.0e-6,1.9615384615384615,2.658162360509895,610.560452035971
1.0e-6,2.6923076923076925,2.658162360509895,610.560452035971
1.0e-6,3.423076923076923,2.658162360509895,610.560452035971
1.0e-6,4.153846153846154,2.658162360509895,610.560452035971
1.0e-6,4.884615384615385,2.658162360509895,610.560452035971
1.0e-6,5.615384615384615,2.658162360509895,610.560452035971
1.0e-6,6.346153846153846,2.658162360509895,610.560452035971
1.0e-6,7.076923076923077,2.658162360509895,610.560452035971
1.0e-6,7.8076923076923075,2.658162360509895,610.560452035971
1.0e-6,8.538461538461538,2.658162360509895,610.560452035971
1.0e-6,9.26923076923077,2.658162360509895,610.560452035971
1.0e-6,10.0,2.658162360509895,610.560452035971
8.571571428571428e-7,0.5,2.465961993355449,650.7902983294636
8.571571428571428e-7,1.2307692307692308,2.465961993355449,650.7902983294636
8.571571428571428e-7,1.9615384615384615,2.465961993355449,650.7902983294636
8.571571428571428e-7,2.6923076923076925,2.465961993355449,650.7902983294636
8.571571428571428e-7,3.423076923076923,2.465961993355449,650.7902983294636
8.571571428571428e-7,4.153846153846154,2.465961993355449,650.7902983294636
8.571571428571428e-7,4.884615384615385,2.465961993355449,650.7902983294636
8.571571428571428e-7,5.615384615384615,2.465961993355449,650.7902983294636
8.571571428571428e-7,6.346153846153846,2.465961993355449,650.7902983294636
8.571571428571428e-7,7.076923076923077,2.465961993355449,650.7902983294636
8.571571428571428e-7,7.8076923076923075,2.465961993355449,650.7902983294636
8.571571428571428e-7,8.538461538461538,2.465961993355449,650.7902983294636
8.571571428571428e-7,9.26923076923077,2.465961993355449,650.7902983294636
8.571571428571428e-7,10.0,2.465961993355449,650.7902983294636
7.143142857142857e-7,0.5,2.6766623397371703,865.0558134686286
7.143142857142857e-7,1.2307692307692308,2.6766623397371703,865.0558134686286
7.143142857142857e-7,1.9615384615384615,2.6766623397371703,865.0558134686286
7.143142857142857e-7,2.6923076923076925,2.6766623397371703,865.0558134686286
7.143142857142857e-7,3.423076923076923,2.6766623397371703,865.0558134686286
7.143142857142857e-7,4.153846153846154,2.6766623397371703,865.0558134686286
7.143142857142857e-7,4.884615384615385,2.6766623397371703,865.0558134686286
7.143142857142857e-7,5.615384615384615,2.6766623397371703,865.0558134686286
7.143142857142857e-7,6.346153846153846,2.6766623397371703,865.0558134686286
7.143142857142857e-7,7.076923076923077,2.6766623397371703,865.0558134686286
7.143142857142857e-7,7.8076923076923075,2.6766623397371703,865.0558134686286
7.143142857142857e-7,8.538461538461538,2.6766623397371703,865.0558134686286
7.143142857142857e-7,9.26923076923077,2.6766623397371703,865.0558134686286
7.143142857142857e-7,10.0,2.6766623397371703,865.0558134686286
5.714714285714285e-7,0.5,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,1.2307692307692308,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,1.9615384615384615,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,2.6923076923076925,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,3.423076923076923,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,4.153846153846154,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,4.884615384615385,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,5.615384615384615,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,6.346153846153846,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,7.076923076923077,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,7.8076923076923075,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,8.538461538461538,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,9.26923076923077,2.7315059388840384,1121.3493115428187
5.714714285714285e-7,10.0,2.7315059388840384,1121.3493115428187
4.286285714285714e-7,0.5,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,1.2307692307692308,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,1.9615384615384615,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,2.6923076923076925,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,3.423076923076923,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,4.153846153846154,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,4.884615384615385,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,5.615384615384615,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,6.346153846153846,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,7.076923076923077,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,7.8076923076923075,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,8.538461538461538,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,9.26923076923077,2.3344872198674818,1237.5368287767703
4.286285714285714e-7,10.0,2.3344872198674818,1237.5368287767703
2.8578571428571426e-7,0.5,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,1.2307692307692308,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,1.9615384615384615,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,2.6923076923076925,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,3.423076923076923,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,4.153846153846154,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,4.884615384615385,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,5.615384615384615,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,6.346153846153846,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,7.076923076923077,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,7.8076923076923075,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,8.538461538461538,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,9.26923076923077,0.3189630010442808,1075.5018097141372
2.8578571428571426e-7,10.0,0.3189630010442808,1075.5018097141372
1.4294285714285713e-7,0.5,1.1760061015681118,2615.8437030605123
1.4294285714285713e-7,1.2307692307692308,1.1760060300429254,2615.839065978484
1.4294285714285713e-7,1.9615384615384615,1.1760071183928176,2615.9091214906507
1.4294285714285713e-7,2.6923076923076925,1.1750706067203893,2616.4961421632706
1.4294285714285713e-7,3.423076923076923,0.3166571320238573,2149.2430446877916
1.4294285714285713e-7,4.153846153846154,0.27805525852435875,2137.6170430788334
1.4294285714285713e-7,4.884615384615385,1.176008151344931,2615.976602551159
1.4294285714285713e-7,5.615384615384615,0.31665713081682756,2149.2344213580836
1.4294285714285713e-7,6.346153846153846,0.27805525852435875,2137.6170430788334
1.4294285714285713e-7,7.076923076923077,0.31665714249721416,2149.2376346312512
1.4294285714285713e-7,7.8076923076923075,1.176007781434788,2615.952398793283
1.4294285714285713e-7,8.538461538461538,1.1760072684154523,2615.918901885725
1.4294285714285713e-7,9.26923076923077,0.2780564087969597,2137.609303635404
1.4294285714285713e-7,10.0,1.1736280296499169,2616.7621240188755
1.0e-10,0.5,0.09990258685470707,3.098561037781656e6
1.0e-10,1.2307692307692308,0.09990258685470707,3.098561037781656e6
1.0e-10,1.9615384615384615,0.09990258685470707,3.098561037781656e6
1.0e-10,2.6923076923076925,0.09990258685470707,3.098561037781656e6
1.0e-10,3.423076923076923,0.09990258685470707,3.098561037781656e6
1.0e-10,4.153846153846154,0.09990258685470707,3.098561037781656e6
1.0e-10,4.884615384615385,0.09990258685470707,3.098561037781656e6
1.0e-10,5.615384615384615,0.09990258685470707,3.098561037781656e6
1.0e-10,6.346153846153846,0.09990258685470707,3.098561037781656e6
1.0e-10,7.076923076923077,0.09990258685470707,3.098561037781656e6
1.0e-10,7.8076923076923075,0.09990258685470707,3.098561037781656e6
1.0e-10,8.538461538461538,0.09990258685470707,3.098561037781656e6
1.0e-10,9.26923076923077,0.09990258685470707,3.098561037781656e6
1.0e-10,10.0,0.09990258685470707,3.098561037781656e6
